15000, 3502.300000, 891.000000, 0.200000, 0.200000, 433.000000, 231.500000, 1919.300000, 
15000, 4720.300000, 905.200000, 0.100000, 0.100000, 442.300000, 310.400000, 1540.500000, 
15000, 3692.400000, 1087.000000, 0.200000, 0.200000, 547.600000, 318.100000, 1524.100000, 
15000, 3519.700000, 1014.800000, 0.200000, 0.200000, 426.500000, 230.600000, 1513.900000, 
15000, 3716.700000, 917.400000, 0.100000, 0.100000, 434.900000, 234.100000, 1503.200000, 
15000, 3942.000000, 890.100000, 0.100000, 0.100000, 423.200000, 230.600000, 1527.900000, 
15000, 3575.100000, 888.000000, 0.100000, 0.100000, 659.700000, 324.700000, 1678.400000, 
15000, 3492.500000, 1083.600000, 0.100000, 0.200000, 428.600000, 229.100000, 1544.500000, 
15000, 3774.200000, 874.700000, 0.100000, 0.200000, 418.900000, 231.900000, 1472.800000, 
15000, 3801.600000, 993.800000, 0.300000, 0.100000, 442.800000, 234.500000, 1467.400000, 
17500, 4397.500000, 1185.900000, 0.100000, 0.100000, 562.500000, 302.300000, 2764.100000, 
17500, 4791.100000, 1241.400000, 0.400000, 0.500000, 874.400000, 309.900000, 2038.800000, 
17500, 4580.000000, 1090.900000, 0.200000, 0.400000, 732.000000, 314.100000, 2101.800000, 
17500, 4633.200000, 1212.800000, 0.300000, 0.200000, 569.200000, 299.600000, 2027.100000, 
17500, 4681.300000, 1139.500000, 0.100000, 0.200000, 562.000000, 289.600000, 1898.900000, 
17500, 4518.100000, 1181.900000, 0.300000, 0.100000, 556.300000, 291.600000, 1955.000000, 
17500, 4619.700000, 1097.500000, 0.100000, 0.100000, 622.700000, 317.300000, 1909.000000, 
17500, 4659.100000, 1132.600000, 0.200000, 0.100000, 571.900000, 328.500000, 1948.100000, 
17500, 4642.000000, 1118.300000, 0.300000, 0.200000, 558.200000, 338.800000, 2003.300000, 
17500, 4713.200000, 1191.100000, 0.700000, 0.500000, 613.400000, 296.000000, 1924.000000, 
20000, 5187.700000, 1364.800000, 0.900000, 0.400000, 686.300000, 331.200000, 2430.400000, 
20000, 5237.300000, 1454.000000, 0.800000, 0.500000, 777.700000, 333.000000, 2279.900000, 
20000, 5295.000000, 1496.900000, 0.300000, 0.200000, 681.200000, 309.500000, 2218.600000, 
20000, 6319.400000, 1524.800000, 1.100000, 0.300000, 953.100000, 479.100000, 3394.300000, 
20000, 5031.200000, 1175.200000, 0.200000, 0.200000, 680.500000, 309.200000, 2170.700000, 
20000, 5385.800000, 1213.900000, 0.200000, 0.200000, 630.900000, 318.800000, 2314.100000, 
20000, 5167.100000, 1276.600000, 0.200000, 0.200000, 646.600000, 322.400000, 2283.900000, 
20000, 5376.100000, 1261.400000, 0.200000, 0.300000, 659.900000, 400.600000, 2372.000000, 
20000, 5607.100000, 1308.100000, 0.200000, 0.400000, 646.600000, 327.400000, 2337.600000, 
20000, 5805.600000, 1130.200000, 0.200000, 0.100000, 638.800000, 304.900000, 2144.500000, 
