22500, 5821.000000, 1361.900000, 0.200000, 0.300000, 714.300000, 405.500000, 2808.700000, 
22500, 5843.700000, 1392.700000, 0.300000, 0.100000, 699.000000, 373.500000, 2623.600000, 
22500, 6084.100000, 1444.100000, 0.600000, 0.200000, 775.100000, 369.600000, 2598.900000, 
22500, 6208.000000, 1454.300000, 0.300000, 0.600000, 725.100000, 380.000000, 2598.500000, 
22500, 6087.100000, 1377.700000, 0.200000, 0.200000, 725.500000, 390.700000, 2669.600000, 
22500, 6142.600000, 1375.000000, 0.300000, 0.100000, 708.000000, 376.700000, 2647.700000, 
22500, 6386.200000, 1422.700000, 0.200000, 0.200000, 728.600000, 371.300000, 2625.000000, 
22500, 6428.500000, 1558.600000, 0.200000, 0.300000, 879.500000, 372.600000, 2648.500000, 
22500, 6316.300000, 1432.200000, 0.300000, 0.200000, 803.800000, 373.200000, 2643.400000, 
22500, 6873.300000, 1368.300000, 0.300000, 0.100000, 729.600000, 377.100000, 2647.300000, 
25000, 7004.500000, 1636.300000, 0.500000, 0.400000, 863.500000, 491.800000, 3141.600000, 
25000, 6961.800000, 1648.600000, 0.400000, 0.400000, 899.200000, 435.600000, 3069.000000, 
25000, 6917.700000, 1592.000000, 0.200000, 0.300000, 811.700000, 428.000000, 3069.500000, 
25000, 7092.200000, 1591.400000, 0.200000, 0.100000, 825.200000, 416.700000, 3089.700000, 
25000, 7207.300000, 1548.500000, 0.300000, 0.100000, 837.000000, 430.800000, 3035.700000, 
25000, 7240.600000, 1541.200000, 0.200000, 0.200000, 825.300000, 422.600000, 3043.600000, 
25000, 7230.400000, 1597.900000, 0.300000, 0.100000, 815.400000, 416.300000, 3026.200000, 
25000, 6848.200000, 1631.000000, 0.200000, 0.200000, 804.900000, 377.700000, 3395.000000, 
25000, 7300.800000, 1458.300000, 0.300000, 0.300000, 1026.100000, 708.400000, 3343.700000, 
25000, 6589.900000, 1539.600000, 0.200000, 0.200000, 801.500000, 411.500000, 3016.500000, 
27500, 7719.600000, 1734.500000, 0.200000, 0.100000, 932.500000, 465.600000, 3423.300000, 
27500, 8438.900000, 1738.300000, 0.200000, 0.200000, 894.000000, 467.600000, 3755.900000, 
27500, 7619.400000, 1786.300000, 0.300000, 0.400000, 878.400000, 428.800000, 3174.300000, 
27500, 7742.700000, 1631.700000, 0.200000, 0.200000, 872.500000, 461.400000, 3940.900000, 
27500, 7880.400000, 1964.800000, 0.700000, 0.200000, 1025.800000, 471.400000, 3186.100000, 
27500, 8295.700000, 1741.700000, 0.300000, 0.200000, 847.300000, 458.700000, 3682.500000, 
27500, 7600.200000, 2139.200000, 0.300000, 0.200000, 1049.500000, 446.800000, 3265.300000, 
27500, 7804.600000, 1918.200000, 1.200000, 0.500000, 1139.900000, 571.900000, 3891.100000, 
27500, 7527.300000, 1982.600000, 0.600000, 0.300000, 975.400000, 555.000000, 3287.600000, 
27500, 8088.400000, 2491.800000, 0.600000, 0.400000, 986.500000, 443.900000, 3317.100000, 
30000, 8336.700000, 2097.000000, 0.500000, 0.300000, 1056.100000, 503.700000, 3648.500000, 
30000, 8942.700000, 1944.600000, 0.300000, 0.300000, 994.100000, 496.700000, 3639.900000, 
30000, 8247.000000, 2028.900000, 0.200000, 0.200000, 1044.400000, 494.800000, 3587.700000, 
30000, 8629.300000, 1846.300000, 0.200000, 0.200000, 957.300000, 484.800000, 4269.200000, 
30000, 8665.600000, 1833.300000, 0.100000, 0.200000, 935.500000, 467.900000, 3737.400000, 
30000, 8496.500000, 2577.500000, 0.500000, 0.200000, 1091.200000, 474.300000, 3642.400000, 
30000, 8417.000000, 1859.400000, 0.200000, 0.100000, 948.900000, 503.600000, 3944.200000, 
30000, 8598.200000, 1847.700000, 0.200000, 0.100000, 973.400000, 524.900000, 3707.000000, 
30000, 8593.100000, 2037.000000, 1.100000, 0.200000, 1250.000000, 618.500000, 4012.200000, 
30000, 9004.600000, 1866.000000, 0.300000, 0.200000, 1065.000000, 524.000000, 3714.000000, 
32500, 10103.300000, 2157.900000, 0.400000, 0.100000, 1094.100000, 565.100000, 4242.900000, 
32500, 9856.800000, 2190.000000, 0.200000, 0.300000, 1162.300000, 554.100000, 4387.300000, 
32500, 9734.200000, 2204.800000, 0.300000, 0.100000, 1200.100000, 569.300000, 4047.300000, 
32500, 10731.600000, 2123.500000, 0.300000, 0.100000, 1094.200000, 551.200000, 4353.100000, 
32500, 9825.700000, 2155.900000, 0.300000, 0.200000, 1098.200000, 561.300000, 4138.600000, 
32500, 9971.200000, 2100.100000, 0.300000, 0.200000, 1123.600000, 557.700000, 4038.200000, 
32500, 9387.400000, 2139.300000, 0.200000, 0.200000, 1124.400000, 571.400000, 4134.400000, 
32500, 9550.300000, 2113.300000, 0.300000, 0.100000, 1122.800000, 659.200000, 4077.400000, 
32500, 9683.200000, 2244.900000, 0.500000, 0.200000, 1156.500000, 569.600000, 4088.800000, 
32500, 8967.500000, 2264.300000, 0.400000, 0.200000, 1061.700000, 504.500000, 3998.300000, 
35000, 10234.700000, 2321.700000, 0.300000, 0.300000, 1183.000000, 636.900000, 4342.200000, 
35000, 9966.600000, 2313.300000, 0.500000, 0.200000, 1246.700000, 590.700000, 4102.100000, 
35000, 9518.900000, 2412.900000, 0.500000, 0.700000, 1686.100000, 577.000000, 4286.400000, 
35000, 10107.600000, 2213.600000, 0.200000, 0.200000, 1342.400000, 897.800000, 4615.200000, 
35000, 10382.000000, 2281.500000, 0.100000, 0.400000, 1315.900000, 662.100000, 4452.500000, 
35000, 10577.000000, 2410.000000, 0.600000, 0.400000, 1289.800000, 605.300000, 4435.300000, 
35000, 9913.900000, 2397.900000, 0.300000, 0.200000, 1197.200000, 566.800000, 4543.000000, 
35000, 10630.800000, 2351.900000, 0.300000, 0.800000, 1401.800000, 607.300000, 4408.900000, 
35000, 10015.500000, 2742.600000, 0.300000, 0.800000, 1328.300000, 664.700000, 4261.000000, 
35000, 10344.800000, 2325.000000, 0.300000, 0.200000, 1213.800000, 568.500000, 4395.300000, 
37500, 11703.200000, 2297.800000, 0.300000, 0.200000, 1233.000000, 667.100000, 5025.900000, 
37500, 11362.800000, 2338.200000, 0.200000, 0.100000, 1252.700000, 665.300000, 4702.300000, 
37500, 10805.900000, 2219.200000, 0.200000, 0.200000, 1233.800000, 605.100000, 4916.500000, 
37500, 11260.300000, 2511.900000, 0.200000, 0.300000, 1241.200000, 708.100000, 4673.600000, 
37500, 14848.800000, 2422.300000, 0.200000, 0.200000, 1305.100000, 748.300000, 4995.800000, 
37500, 11051.900000, 2421.900000, 0.200000, 0.300000, 1320.500000, 644.500000, 4706.100000, 
37500, 11147.300000, 2314.300000, 0.600000, 0.300000, 1319.900000, 649.900000, 4979.600000, 
37500, 10594.400000, 2384.900000, 0.600000, 0.500000, 1611.900000, 678.200000, 4695.100000, 
37500, 10987.200000, 2393.700000, 0.400000, 0.100000, 1588.800000, 607.400000, 4723.900000, 
37500, 11834.900000, 4310.400000, 1.000000, 0.300000, 2255.600000, 775.000000, 6632.600000, 
40000, 12265.800000, 2424.800000, 0.300000, 0.200000, 1431.000000, 701.500000, 5353.700000, 
40000, 11480.200000, 2546.100000, 0.200000, 0.600000, 1447.000000, 719.200000, 5180.200000, 
40000, 11968.100000, 2725.800000, 0.400000, 0.300000, 1484.600000, 656.900000, 5077.100000, 
40000, 11733.300000, 2460.400000, 0.300000, 0.100000, 1402.000000, 669.600000, 5082.900000, 
40000, 11697.400000, 2552.100000, 0.200000, 0.300000, 1381.500000, 675.200000, 5106.700000, 
40000, 12361.400000, 2467.400000, 0.200000, 0.300000, 1396.400000, 661.400000, 5532.800000, 
40000, 12114.000000, 2967.700000, 0.700000, 0.400000, 1631.300000, 685.700000, 5123.400000, 
40000, 12044.100000, 2468.700000, 0.200000, 0.400000, 1393.500000, 665.200000, 5110.400000, 
40000, 11925.800000, 2680.500000, 0.200000, 0.200000, 1393.100000, 674.900000, 6496.800000, 
40000, 12074.900000, 2494.000000, 0.400000, 0.200000, 1368.800000, 689.400000, 5101.100000, 
